gene	baseMean	log2FC	lfcSE	stat	pvalue	padj
0610005C13Rik	857.631957075988	0.425105497103355	0.849260581221068	0.500559553219975	0.616681134008717	0.955724448618025
0610009B22Rik	526.694295517305	0.0414337765394386	0.277338729438781	0.149397729712267	0.881239803055088	0.992094200150106
0610009E02Rik	18.076495392278	0.204121146972213	0.659841714046129	0.309348655332123	0.757056323148211	0.978107869717318
0610009L18Rik	111.845810007719	-0.0615296234061114	0.306628826459346	-0.200664836755879	0.840960656615209	0.989594420776403
0610010F05Rik	1282.30784681372	-0.0309429873457318	0.163002878943969	-0.189830925356651	0.849441621567529	0.989594420776403
0610010K14Rik	1318.92704831163	0.288847878583091	0.211586732907748	1.36515118227677	0.172205538166974	0.797804985582206
0610012G03Rik	1189.5235096288	0.0895184745602268	0.226096424808986	0.39593051785695	0.692156286862358	0.971637619343999
0610030E20Rik	2783.97113578625	-0.0219462696416184	0.153085142535572	-0.143359892920496	0.88600595654557	0.992782202151827
0610031O16Rik	7.64472384666814	-1.24793849678015	1.77901208372699	-0.701478370043305	0.483004528614183	0.936367893784482
0610038B21Rik	10.5098640644335	-1.1826144179976	0.7521575209981	-1.57229620788514	0.115881872088102	0.712014876671805
0610039H22Rik	16.1369792270237	1.67859674084664	0.748907501542693	2.24139394703466	0.0250005682560057	0.364131600995736
0610039K10Rik	18.1284357068228	0.905225827810983	0.638721252491913	1.41724707652881	0.156410702403455	0.777377305750487
0610040B10Rik	22.7605099937004	1.61609818702559	0.643000483449253	2.51337009632767	0.0119583809595433	0.248010449368092
0610040F04Rik	7.21451799853544	0.749620005392676	0.950212653242263	0.788897098807161	0.430172151512351	0.929100102085051
0610040J01Rik	479.295837410178	0.412149373787285	0.38555185246972	1.06898558818273	0.285076163444367	0.871008249973916
0610043K17Rik	44.0367921091336	0.834468544948716	0.443654754917471	1.88089620521242	0.0599860395384975	0.55772137119573
1110002E22Rik	13.8637822300158	0.095563697232011	0.96017665143694	0.0995272037588046	0.920719689650187	0.99538710265049
1110002J07Rik	7.73811936301164	1.07007404730178	0.852943272791545	1.25456648928082	0.209636174816184	0.829501047814827
1110002L01Rik	111.843069223802	0.0487941202171068	0.351758823308837	0.138714701618917	0.889675600207023	0.992918807114163
1110004F10Rik	3014.10208955166	0.096116925930854	0.131843425053143	0.729023278120326	0.465987423356058	0.935083769583962
1110006O24Rik	36.9338931385052	0.00421908280648031	0.488686357693727	0.00863351869774216	0.993111534300777	1
1110008P14Rik	643.107556726102	-0.119271836733954	0.204204840643504	-0.584079380087646	0.559166907004287	0.949624615905008
1110017D15Rik	28.8036824476689	0.583262912418846	0.572970029406448	1.01796408622465	0.308695023743975	0.884345174084268
1110019D14Rik	114.770816451815	-0.311673338231388	0.402280264877714	-0.774766662555846	0.438477551786955	0.930264409726203
1110020A21Rik	38.2398683674147	0.0741166065373962	0.537568483842569	0.137873794251491	0.890340161741877	0.993045955047705
1110028F11Rik	1.43469920184455	0.35112007582231	3.33378568845074	0.105321729899645	0.916120520901265	NA
1110032A03Rik	775.394700500691	0.00242673789768537	0.180612631484017	0.0134361471716895	0.989279828168199	1
1110032F04Rik	2.78633273221438	-0.455614733325064	2.04854617773034	-0.222408817666906	0.823995648206618	0.987937624573599
1110038B12Rik	260.509694766015	0.461691530751258	0.326544674964442	1.41386942170021	0.15740024563677	0.777598190786658
1110038F14Rik	1243.51048572158	0.141980595417171	0.120330383022846	1.17992307387748	0.238030811836409	0.845327970833824
1110046J04Rik	76.1988228351833	-0.22058147339949	0.348344303653053	-0.633228306265591	0.526584563461761	0.947296355450112
1110051M20Rik	753.995544752607	-0.202851282773232	0.18529400771499	-1.09475360414918	0.273624597523196	0.864276724108388
1110058D11Rik	2.26900120503948	-0.030423767521591	1.93809273838159	-0.0156977872725515	0.987475492281204	1
1110059E24Rik	586.718904610039	-0.0413709747259771	0.191359480626211	-0.216195061726722	0.828835702701649	0.987937624573599
1110059G10Rik	927.182643237509	0.287779156039887	0.214478707282911	1.34176095933051	0.179673514477523	0.80559537267965
1110065P20Rik	511.833105365504	0.259311307153523	0.182602838960013	1.42008365603948	0.155583327862408	0.776791940556408
1190007I07Rik	131.522910048786	0.431559087143213	0.393368495320239	1.09708604597804	0.272603779514219	0.863662127145967
1300002E11Rik	877.319079959112	0.113267950520743	0.160928532176418	0.703840077262203	0.481532372172828	0.936367893784482
1300017J02Rik	5.60980688329861	1.9400108720493	1.49907327256751	1.29414012480296	0.195617024019297	0.820482740421017
1500004A13Rik	21.4742441061715	0.472473806818796	0.72495922714023	0.651724661375203	0.514578810456092	0.945833839803295
1500009L16Rik	221.20077369904	-0.16219905296837	0.335264198505018	-0.483794731711988	0.628531554325926	0.958060224259828
1500011B03Rik	478.526984973409	-0.0235915939401876	0.264073901048243	-0.0893370902862442	0.928814018115789	0.996395621410054
1500012K07Rik	0.842570855136456	1.76767980905363	4.25293140934369	0.415637977412481	0.677674932392649	NA
1500015A07Rik	137.305208347397	0.277774309554386	0.223000947854579	1.24561941205526	0.212904152157962	0.83114320275062
1500015L24Rik	0.85561976285895	1.86928558991928	4.24386690583831	0.440467533830455	0.659598521543353	NA
1500026H17Rik	34.8745131286858	0.28526030398982	0.658101987409182	0.433459113401	0.664681263458584	0.96697593553717
1500035N22Rik	2.188319545238	0.0300886200877578	2.20474547060843	0.0136472080287138	0.989111441409141	1
1600002D24Rik	0.886685224789582	1.86920515207673	4.20994059522307	0.443997987572005	0.657044038878528	NA
1600010M07Rik	5.89161823951556	2.16031348327481	1.86358125106521	1.15922688213352	0.246363716613506	0.848073742243508
1600012H06Rik	2220.30741008489	0.176562877509935	0.119754593836884	1.47437248002719	0.140381329890446	0.752122187597149
1600012P17Rik	1.06167322717694	0	4.4073563239279	0	1	NA
1600014C10Rik	1365.87556671898	0.0196791639787899	0.225742656369654	0.0871752122317778	0.93053224210612	0.996589412650878
1600020E01Rik	492.441569562324	-0.295595004817833	0.187436274247135	-1.57704268293388	0.114785704207361	0.709252422816058
1600023N17Rik	10.215991982877	-0.653851148775661	0.684906954262973	-0.954656898584523	0.339751233128595	0.896631614338065
1600027J07Rik	4.0534048806307	0.257938226269428	1.33304007496114	0.193496227993706	0.846570359862398	0.989594420776403
1600029I14Rik	1.07408856839316	0	4.40735632390132	0	1	NA
1600029O15Rik	2.66108727817906	-0.316427920630957	1.65310636558259	-0.191414132338327	0.848201148767108	0.989594420776403
1700001C19Rik	9.05053790690203	-0.61078748636457	1.03445703310271	-0.590442586612417	0.554893966505343	0.949001232646095
1700001D01Rik	3.20069788374826	0.239345101456048	1.76490463158897	0.135613617400144	0.892126739782356	0.993510233582789
1700001G11Rik	8.67542570174614	-0.876005719366405	0.985208426406696	-0.889157761836669	0.373918299389948	0.910918163535885
1700001G17Rik	16.362665891086	-0.745314741369115	0.873595569057491	-0.853157648422169	0.393571885934951	0.916000989964901
1700001J03Rik	7.05496444726416	1.41935663526777	0.949178538255052	1.49535264237757	0.134822433088159	0.744426389678234
1700001J11Rik	0.786792790981619	2.76567141417713	3.52428842770266	0.784746047581569	0.432602478690221	NA
1700001K19Rik	80.1649740549851	0.455637762761264	0.35095920193095	1.29826418641934	0.194196568480401	0.819615686992075
1700001K23Rik	4.59119736632194	-0.840285585907425	1.26851234848564	-0.662418136418272	0.507703283597366	0.945234655228203
1700001L05Rik	199.966231167748	0.352499265866871	0.336794146222323	1.0466312132224	0.295269700191543	0.878060820499687
1700001L19Rik	8.00739969764965	-0.754662144459362	0.891776459351497	-0.846245868620657	0.397415598557576	0.916446264973894
1700001O22Rik	17.9620065222497	0.369062465571507	0.651757735560629	0.566257131193152	0.571218997674457	0.950567862850058
1700001P01Rik	11.1047001383576	0.221004148269053	0.678225505277126	0.32585643941354	0.744532974655559	0.977913068206752
1700003D09Rik	1.46328897700721	2.00528893862905	2.14439127979602	0.935132015095583	0.349720269295813	NA
1700003E16Rik	66.7626863336943	0.143421271555263	0.52563680401122	0.27285241531946	0.784966666049768	0.983514491847186
1700003F12Rik	23.9373735928336	-0.442857809585806	0.843595960006559	-0.524964355664248	0.599607969918382	0.952344984544025
1700003G18Rik	1.47635285689253	2.86329800404681	2.98752066792021	0.958419479668444	0.337851276376319	NA
1700003M07Rik	21.3670524890462	5.32752800542315	1.23866300869524	4.30103100522473	1.70005268535131e-05	0.00317025824764313
1700007F19Rik	4.09358822180694	-0.0227995689261787	1.47839460277105	-0.0154218426416357	0.987695637590084	1
1700007J10Rik	103.935714082019	-0.223574371264466	0.49335527321218	-0.453171139347105	0.650425512632434	0.964024521853762
1700007K13Rik	44.6733523166241	4.41373558901516	0.648197493057189	6.80924507775864	9.81122178009994e-12	8.71236494072875e-09
1700007L15Rik	35.1820382611914	0.218804103174347	0.406969518047202	0.537642485423119	0.590823893178645	0.951127359827128
1700008J07Rik	209.840854484508	0.491008567303991	0.229056294441446	2.14361525624657	0.032063727342538	0.414117461060387
1700008O03Rik	10.7713697197779	0.0789657579949886	0.665527011246413	0.118651469678293	0.905551486424785	0.994876298708778
1700009J07Rik	3.34413791517289	-0.138960545683022	1.71663602489525	-0.0809493356004232	0.935482244536206	0.997373245144427
1700010B08Rik	1.348971230319	2.76474915944807	3.77106930286175	0.733147268693786	0.463468612873491	NA
1700010I14Rik	68.8232607205388	0.601251239442641	0.397054666694691	1.5142782338961	0.129955286636218	0.73543128652489
1700011L22Rik	2.81873295055939	0.239955761242891	1.68764787806396	0.142183546912739	0.886935027411948	0.992782202151827
1700012B09Rik	1.00113230939298	0.0463279826579005	3.68147962422958	0.0125840660241588	0.989959633004506	NA
1700012D01Rik	34.3114143802047	0.144162297760354	0.518859318464828	0.277844673170549	0.78113159653972	0.983514491847186
1700012D14Rik	24.1899537309354	-0.475868915798452	0.724061231881404	-0.65722192384469	0.511038230590133	0.945544056037333
1700012D16Rik	1.94895496907032	3.3829992515837	2.71184966044877	1.24748775749754	0.212218706422034	0.830803311870831
1700012I11Rik	3.60402264730211	3.96100616896008	1.94375391449195	2.03781257464137	0.0415686803324953	0.468099487222446
1700013F07Rik	0.982794139097727	1.04359814710942	2.5872428732611	0.403363038659765	0.686681173317236	NA
1700013G24Rik	0.990400328550671	3.76115524136463	4.27909251271116	0.878960954966975	0.379422446596818	NA
1700016A09Rik	12.5062933684539	0.435274196693851	0.645794816235806	0.67401314744359	0.500302955058883	0.944487700540397
1700016C15Rik	76.5621497345252	0.54391009289816	0.63570948716401	0.855595368451429	0.392221632695499	0.91548033256019
