dataset	pathway	NES	pval	padj
A1_excluded_main	TABULA_MURIS_SENIS_KIDNEY_PODOCYTE_AGEING	1.92803997052286	8.1432218653544e-07	9.47841680183594e-06
A1_included_sens	TABULA_MURIS_SENIS_KIDNEY_PODOCYTE_AGEING	-2.03913438399921	2.80508522115587e-08	1.09908339119834e-06
A1_excluded_main	GOBP_GLOMERULAR_EPITHELIAL_CELL_DIFFERENTIATION	-1.85983109878001	0.00160383887460609	0.00904873286458984
A1_included_sens	GOBP_GLOMERULAR_EPITHELIAL_CELL_DIFFERENTIATION	-1.31924382946174	0.126016260162602	0.250290360046458
A1_excluded_main	REACTOME_INTEGRIN_SIGNALING	2.02596136426626	0.000119706143191271	0.000920597244066201
A1_included_sens	REACTOME_INTEGRIN_SIGNALING	2.33202647526668	1.80576464839911e-06	4.86427852162511e-05
