comparison	gene	log2FoldChange_main_A1excl	padj_main_A1excl	log2FoldChange_sens_A1incl	padj_sens_A1incl
baseline_B_vs_A	Col4a1	0.336397585966081	0.654834926361678	0.342391311642332	0.969711830457759
baseline_B_vs_A	Col4a2	0.399944477943792	0.638502704498283	0.40579968808456	0.969711830457759
baseline_B_vs_A	Glp1r	3.0068089129281	1.30601620996008e-15	3.01284766693719	8.77130427654456e-12
baseline_B_vs_A	Loxl1	0.683319200751127	0.00515632014551863	0.688488744588116	0.0200236796432322
baseline_B_vs_A	Nlrp1b	-3.44749421988812	3.50226881741946e-06	-3.44328251474257	1.13512701066958e-05
baseline_B_vs_A	Nphs1	0.225523710125717	0.79363098367761	0.230405556032925	0.972629198556948
baseline_B_vs_A	Serpine1	0.515459686386749	0.452083698720883	0.519988624598255	0.78636622506355
baseline_B_vs_A	Tmem215	3.38690013347128	5.19518669866374e-18	3.39093968774737	9.90459551380309e-16
baseline_B_vs_A	Wt1	0.137913582435241	0.869260939065637	0.142796130565854	0.978367537286837
ADR_B_vs_A	Col4a1	0.971221341759795	0.00447670198203585	1.16549217996906	0.000723568070090394
ADR_B_vs_A	Col4a2	1.21594677370952	0.00152466935720211	1.43383547519178	0.00023733917378856
ADR_B_vs_A	Glp1r	1.17535141460087	0.0587616813759189	1.46798674816961	0.00875678478474865
ADR_B_vs_A	Loxl1	1.37491681647398	4.86109232705221e-12	1.48310464015857	4.77003627844377e-15
ADR_B_vs_A	Nlrp1b	-2.57359995780037	0.00474723263949861	-2.33322201997848	0.00468350341773263
ADR_B_vs_A	Nphs1	-0.780471569193716	0.0638221768188587	-0.627624418010424	0.126944687256514
ADR_B_vs_A	Serpine1	1.83987996190609	1.70031524731102e-09	1.90047771043696	1.5731907707442e-11
ADR_B_vs_A	Tmem215	3.08259927788894	1.25492055715108e-11	2.90565089172193	1.72473309514237e-11
ADR_B_vs_A	Wt1	-0.707745833589683	0.0497609308366594	-0.611131480957064	0.0683386762169597
A_ADR_vs_Ctrl	Col4a1	0.361240493254884	0.713989380914895	0.17255482800098	0.944767738428845
A_ADR_vs_Ctrl	Col4a2	0.436626768691723	0.683534662555568	0.224198335030182	0.931899806781908
A_ADR_vs_Ctrl	Glp1r	0.006951599119511	1	-0.280148851524517	0.937586843024892
A_ADR_vs_Ctrl	Loxl1	0.249216718992362	0.75607849424819	0.146808839948566	0.916886858870131
A_ADR_vs_Ctrl	Nlrp1b	0.02676890479788	0.997344110938789	-0.210465580563622	0.973597853241122
A_ADR_vs_Ctrl	Nphs1	-0.25370268143649	0.871880130066727	-0.401997822479237	0.724942861152949
A_ADR_vs_Ctrl	Serpine1	0.641086544198041	0.270920150698373	0.585565989255952	0.308713780961192
A_ADR_vs_Ctrl	Tmem215	0.126138635663746	0.972252122791688	0.306472009316144	0.92816643558441
A_ADR_vs_Ctrl	Wt1	-0.225802714911354	0.866891703898804	-0.317286404240328	0.767563420937366
interaction_substrainxtreatment	Col4a1	0.634823690139497	0.573627348441824	0.82310075931283	0.817414426613642
interaction_substrainxtreatment	Col4a2	0.816002182887669	0.497470091522763	1.02803560771307	0.669145894294306
interaction_substrainxtreatment	Glp1r	-1.83145701738311	0.131583728859477	-1.54486045794741	0.486334161945033
interaction_substrainxtreatment	Loxl1	0.691597572088171	0.272336615680958	0.794615846980689	0.297348468906745
interaction_substrainxtreatment	Nlrp1b	0.873893606237215	0.840238506149096	1.11005964691161	0.999704550058418
interaction_substrainxtreatment	Nphs1	-1.00599515647689	0.293231946861666	-0.858029856499916	0.775955713339028
interaction_substrainxtreatment	Serpine1	1.32442011232056	0.0835702410439179	1.38048891616862	0.097061813978486
interaction_substrainxtreatment	Tmem215	-0.304300776171121	0.936588378381037	-0.485288671808118	0.999704550058418
interaction_substrainxtreatment	Wt1	-0.845659337532905	0.327058753325253	-0.753927538641335	0.701671598462225
