gene	logFC	logCPM	PValue	FDR
Tmem252	-1.1941807107908	3.38776998097042	0.00369441902668264	0.194542806838618
Pbld2	-1.61571564050908	1.84640615588249	0.00370686862759017	0.194542806838618
Enox1	-0.940898563413476	1.7243030484561	0.00372455708904559	0.194542806838618
Sfi1	0.485505277368982	5.64069205888218	0.00373326229749472	0.194542806838618
Gk	-0.931571125893004	6.04731307189284	0.00379080433997328	0.196763639441763
Mgst1	-1.07968245939038	2.68317815394298	0.00380597831214335	0.196776541440384
Arntl	-1.22721745845478	1.62842414141681	0.00383428040960374	0.197465441094593
Cadm4	0.47300977588416	7.62213798624554	0.00387072755237194	0.19856681731701
Trpm6	-1.04829986554756	2.25516922435213	0.00389905544715423	0.198839673837707
Mpzl2	-1.22707681415634	0.465060766109893	0.00390621021874743	0.198839673837707
Tspan1	-1.46593113537153	2.14782897171874	0.0040002074816042	0.202444250700676
Rps6ka6	-1.01193892555714	1.16653964114874	0.00400773281499366	0.202444250700676
Pou3f3	-1.23765799530041	3.08887036884336	0.00412072166346674	0.207357230576891
Sectm1b	-1.41423245301632	2.39048644604517	0.00415242943180373	0.208158287562359
Aldh6a1	-0.718730281228549	7.4651280997198	0.00421053522627072	0.209890070278054
Irx1	-1.15188394079867	1.71814911401357	0.00421881588468479	0.209890070278054
Neu3	0.792369503285164	3.4991060752193	0.0042583380976475	0.211059885260845
Plekhb1	-1.0727829043204	1.62022575345953	0.00427465684004521	0.211075190184105
Mbd1	0.471058312273433	7.00641412655023	0.00434288752982473	0.213644138780631
Ap1m2	-1.52486886763887	0.860056851545634	0.00438721898730733	0.215022658470854
Slc43a3	0.470778501122412	7.75710818456828	0.00442966934249587	0.216153536127131
Umod	-1.24523357741257	8.55920171678328	0.00450893277404703	0.216153536127131
Rhbg	-1.48453945110898	1.96861593615404	0.00451898839030485	0.216153536127131
Ccl6	1.17894598584097	1.8517648310943	0.00452010271723077	0.216153536127131
Col6a3	0.696575761237416	5.71420220208689	0.00452819224998274	0.216153536127131
Nupr1	0.440636771038497	6.78598581771455	0.00454037997399471	0.216153536127131
Car2	-1.18774518598481	5.69290529856156	0.00455333104649099	0.216153536127131
Aoah	-1.26169692404598	2.65125406690429	0.00455463413628715	0.216153536127131
Cd209a	1.11352034625115	0.381440254895004	0.00455784913860304	0.216153536127131
Oxct1	-0.676487773423309	8.3448075283221	0.00459735218974144	0.21724548842133
Cyp4a10	-1.46273939736944	3.28774253967368	0.00464015073376726	0.21807957622354
Rnf128	-1.22860678591392	3.95019969364776	0.00464808562794407	0.21807957622354
Mmut	-0.548993248480064	6.355452724551	0.00468682357623795	0.218335063427156
Cybb	1.00459598852635	2.35522751821106	0.00471073870173972	0.218335063427156
Oasl2	0.593230236893936	4.79191305236607	0.00471638626829817	0.218335063427156
Il6ra	0.52750177652322	5.91393684442214	0.00471977344332064	0.218335063427156
Rims2	-0.956338599040273	1.84101951688485	0.0047409362631074	0.218410477308479
Sema6c	0.573401077814313	4.81579501386021	0.0047715812139377	0.218410477308479
Grin3a	-1.10969921223728	1.64310468812733	0.00480052548053061	0.218410477308479
Slc8a1	-0.546910897002449	6.66106343729091	0.0048147493307466	0.218410477308479
Cela1	-1.25886067917146	3.32647545206243	0.00482144604165868	0.218410477308479
Slc10a2	-1.37664423447164	3.21762097561416	0.00483888498962931	0.218410477308479
Ppargc1a	-0.877153667478198	3.63474244125428	0.00484075258981545	0.218410477308479
Gstz1	-0.745954905301089	5.3760611750095	0.00485393430304796	0.218410477308479
Itgax	1.12453967584931	1.12564096913306	0.00493007105520394	0.220372513027832
Uroc1	-1.76055945552114	1.46620119361215	0.00493096870018283	0.220372513027832
