gene	logFC	logCPM	PValue	FDR
Shisal1	-1.43025391971646	4.52164410797547	2.99923413050463e-06	0.000330315652239576
Man2a1	0.859661365285395	8.11702896233344	3.07450770060676e-06	0.000335807386538999
Ly6e	1.00537833944221	6.86973186803537	3.20175803010015e-06	0.000344641052978483
Ccdc71l	0.996009758730146	6.59004618823997	3.20754006631003e-06	0.000344641052978483
Vnn1	1.53791656761253	3.41988885680805	3.36231819617305e-06	0.000356870401435899
Chordc1	-1.21131048302558	6.72604093222488	3.37536320970697e-06	0.000356870401435899
Nlrc5	2.57824063766715	2.80623667715606	3.63135455042457e-06	0.000380607260112545
Cebpb	0.921500878272134	6.55274294093011	3.65746988758272e-06	0.000380607260112545
Stat1	1.22164689119051	6.92560659852735	3.77343700209906e-06	0.000389607370466728
Sesn2	1.4202518292258	4.67568008878502	4.93029428922142e-06	0.000503200892648624
Ano3	2.57637621059752	0.727133351189016	4.9497666498427e-06	0.000503200892648624
Pdgfra	0.861616478898168	6.75643046263392	5.0737778928574e-06	0.000511870600244301
Ptpn7	2.66367749639558	0.225410120078188	5.28069861653182e-06	0.000528709946333974
Slc43a3	0.821762542496365	7.90401630723257	5.45901838082434e-06	0.000542454036999808
Ucp2	0.899235749675201	8.53398929937377	6.38290554608001e-06	0.000629525967888011
Mdm2	0.891365325189352	6.65101957645157	6.81425919584767e-06	0.000667090737276465
Tnfaip3	1.48133452702417	5.02370319490697	7.16324542391353e-06	0.00069570905794356
Entpd1	0.863314017789431	7.11229877050047	7.21187507099483e-06	0.00069570905794356
Csrnp1	1.05159556527897	6.37564506231093	7.37543341717369e-06	0.000703371897045045
Hsp90aa1	-1.34721485260255	9.53832714791474	7.44387734498349e-06	0.000703371897045045
Bcl2l1	0.902814358743591	7.73662111445762	7.45097348564666e-06	0.000703371897045045
Abca1	0.949995865204412	5.88899092730206	8.00233656734273e-06	0.000750062979248238
Ly6a	1.13934337620959	7.45176258049799	9.19785832783035e-06	0.000856048560990183
Adm	1.03732090005151	6.44442410952096	9.88636785910237e-06	0.000910214690785669
Mapkapk3	1.29792615662069	3.40272989336192	9.91759348313683e-06	0.000910214690785669
Ifi202b	1.70011865861225	2.6253197610806	1.05025094297943e-05	0.000957249411201109
Lncpint	2.18019095884556	0.195581509499382	1.05932000253094e-05	0.000958902270784173
Rhbdf2	0.899501553822276	6.02508454676902	1.13428963973233e-05	0.00101978039991173
Cebpd	1.07226316137713	4.582297435587	1.2575608601726e-05	0.00112296786000278
Vcan	2.50407352497058	-0.323960582791547	1.28434081074453e-05	0.00113918443991945
F2r	0.911576278905898	8.82311193139959	1.31090089117005e-05	0.00115499107851356
Akr1c14	-1.34331055483208	4.48118679794002	1.35815687197871e-05	0.00118870206755435
Cyp1b1	1.09862490029425	4.9160581091905	1.39470200910608e-05	0.00121241557052662
Cacybp	-1.4363367138179	6.76558004286203	1.41003483094484e-05	0.00121241557052662
Aldh1a7	1.74887136492272	1.52306075006602	1.41277238091026e-05	0.00121241557052662
Itprip	0.796866167954389	6.79957446089976	1.44317928255298e-05	0.00123051983214324
