rank_position	gene	stat
619	Nos3	2.67249160689707
620	Trdmt1	2.66934865811369
621	Dok4	2.6688628205618
622	H2-T-ps	2.66584254697919
623	Emd	2.66536628844197
624	Exosc1	2.6651982548416
625	F11r	2.66438109886223
626	Lpar6	2.66388189859398
627	Cacna1s	2.66261225476236
628	Apobec1	2.66206520051082
629	Eif2s2	2.66110493313412
630	Igf2	2.66096438237299
631	Hid1	2.65899750764378
632	Psma6	2.65649081309378
633	Mrpl45	2.65535465746711
634	Gpr39	2.64869276636096
635	Rpl12	2.64844607348611
636	Arf4	2.6462114314815
637	Ak1	2.64272659332908
638	Psme1	2.64064316674705
639	Sat1	2.64043945283766
640	Limk1	2.6395911509367
641	H2-T23	2.63798236859492
642	Arf6	2.63748818307879
643	Esam	2.63606028454636
644	Exosc4	2.63336829659847
645	Gmppb	2.63333257377706
646	Pde8b	2.63215273256365
647	Orai1	2.63094906719742
648	Ccdc42	2.62822476540157
649	Chmp4b	2.62676924943232
650	Ptp4a3	2.6227465004136
651	Eif5a	2.62261014784454
652	Adm	2.62157560225216
653	Nup62	2.6214293740792
654	Ddx21	2.6206803741603
655	Eif3d	2.6188258631029
656	Syt12	2.61806652815308
657	Tlr2	2.61690480430928
658	Ptprc	2.61653922454824
659	Cd22	2.61606095334983
660	Mir1839	2.61596794840028
661	Id1	2.61411139824716
662	Ybx3	2.61346428872781
663	Mblac1	2.60951799190925
664	Agap3	2.60772504259774
665	Gprc5b	2.60627232722302
666	Oas2	2.60499591521423
667	Ranbp1	2.60437125879848
668	Tbx20	2.60339814007961
669	Sdhaf1	2.6026934867335
670	Tmem119	2.60232112765457
671	Timm17a	2.60210705181556
672	Arl4c	2.60163058647875
673	Nostrin	2.60135306394312
674	Rtp4	2.59694735987451
675	Mef2a	2.59631660065148
676	Slc26a10	2.59625932305346
677	Jund	2.59568447599413
678	Psrc1	2.59438740627909
679	Isg15	2.59413831456839
680	H2-Eb1	2.59393677160904
681	Arpc2	2.59303504600931
682	Arl8a	2.59286528080868
683	Sec24d	2.59284621976995
684	Hypk	2.59246134213823
685	Mrps28	2.59117622998775
686	Osmr	2.59082202949165
687	Zbtb7b	2.5900962393105
688	Parp3	2.58972112117173
689	Camkk1	2.58950802716145
690	Stx11	2.58896200834423
691	Sec61a1	2.58888319916938
692	Psmb10	2.58854274074045
693	Ptpn12	2.58604345769192
