rank_position	gene	stat
3113	Cdc7	1.80660886182294
3114	Rrp36	1.80631394254051
3115	Grrp1	1.80575793094961
3116	Rel	1.8057496573744
3117	Slc10a3	1.8056112811732
3118	Nrap	1.8042200307667
3119	Set	1.80398066122518
3120	Krt20	1.80360381467294
3121	Hc	1.80347959522364
3122	Ift43	1.80283323215436
3123	Tirap	1.80265353558884
3124	Fam170b	1.80189868765671
3125	Nampt	1.80162988873777
3126	Serpina3m	1.80001351983619
3127	Itgb3bp	1.79972166393698
3128	Atp5mpl	1.79972098681754
3129	Nudt21	1.79971376592649
3130	Tbx2	1.79968469399642
3131	Lhx2	1.79967950412906
3132	Lmntd1	1.79934394155437
3133	Smc1b	1.79878243474331
3134	Cyb561a3	1.79871844770103
3135	4932412D23Rik	1.79871363706675
3136	Ppm1l	1.79842833542722
3137	Timp3	1.79841194111215
3138	Fcrls	1.79809776513852
3139	Cops3	1.79738600337337
3140	Slc7a8	1.79722473510183
3141	Ift57	1.79632147593804
3142	Prlhr	1.79625274975787
3143	Gjb6	1.79582563480562
3144	Lmx1a	1.79549894037441
3145	Zfp239	1.79548283527818
3146	Fzd9	1.79514738564339
3147	Gm4841	1.79488044669929
3148	Rap1b	1.79470945519341
3149	Gna13	1.79440273311849
3150	Rtn4rl2	1.79379256810221
3151	Otub1	1.79212949044745
3152	D10Wsu102e	1.79179607572589
3153	Txndc9	1.79064374685893
3154	Hormad1	1.78978161899358
3155	4930525D18Rik	1.78971893597951
3156	Tnnc2	1.78965125486034
3157	Gdap2	1.78908083710135
3158	Dynlrb1	1.78907307087053
3159	Cdx1	1.78870472521434
3160	Aadacl2fm2	1.78832917265121
3161	Ldlrad2	1.78823712932691
3162	Ephx3	1.78744009944704
3163	Mpp7	1.78742987027753
3164	Rbks	1.78661317157024
3165	Lrrn4cl	1.78658214447746
3166	Atp5d	1.78618116087748
3167	Zfp51	1.78559427197465
3168	Mrrf	1.78496262242129
3169	Polr2l	1.78475034109186
3170	Pcdhb18	1.78362518728627
3171	Pth2r	1.7834491917809
3172	Sp100	1.78342206122222
3173	Nxph1	1.78312081958054
3174	Iqch	1.78266823405564
3175	Fam122c	1.78207608069369
3176	Snhg3	1.78067456901483
3177	Cxcr6	1.78013152578472
3178	Hdgfl1	1.77972383053818
3179	Fbxw7	1.77900331400565
3180	Tsr3	1.77852210880153
3181	Rab1a	1.77831618554382
3182	Rab33b	1.77826520190332
3183	Plpp5	1.77811759315413
3184	Gm31087	1.77810951895365
3185	Pef1	1.77774386225703
3186	Has1	1.77753312004174
3187	Hapln4	1.77621074347051
3188	Uqcrb	1.77550576505466
3189	Mael	1.77519207278749
3190	Myo15	1.77513661678172
3191	Lrp1b	1.77422036439605
3192	Tm9sf3	1.77390912318985
3193	Prr16	1.77261068116232
3194	1700037C18Rik	1.7725928862565
3195	Mcm6	1.77225520698773
3196	Magi3	1.77118819352817
3197	Cmip	1.77098727720143
3198	Polr3h	1.77074615406183
3199	Ofcc1	1.77071518589792
3200	Mocos	1.7704430305082
3201	Srp9	1.7703179717242
3202	Mea1	1.77026823900701
3203	Vwc2	1.77020570732114
3204	Zfp930	1.76910270304527
3205	Haglr	1.76897412381124
3206	Neurog2	1.76868750994449
3207	Cul5	1.76754126444774
3208	Tbce	1.76659725433841
3209	Cuedc1	1.76622379937169
3210	Gm36595	1.76604822810651
3211	Dnajc19	1.76472140757394
3212	Cdc42	1.76386042517402
3213	Pkmyt1	1.76338799584663
3214	4931406H21Rik	1.7633714233931
3215	Sun2	1.76288458732778
3216	Melk	1.76117453418261
3217	Morf4l2	1.76078123819132
3218	Lrrc6	1.76064522487577
3219	Lims2	1.76054006512076
3220	Pphln1	1.75844086313155
3221	Alpi	1.75843676428808
3222	Rp1l1	1.75781571134913
3223	Zbtb43	1.7571097732549
3224	Lrriq1	1.75645333437598
3225	Erlec1	1.75621667801105
3226	Otx2	1.7558030623122
3227	Cox7c	1.75566816317383
3228	Cox8b	1.75556327823583
3229	9530052E02Rik	1.75508054292132
3230	Gm9530	1.75486232274415
3231	Mettl1	1.7546386447665
3232	Endog	1.75424514049073
3233	Pparg	1.75305455643119
3234	Gsg1	1.75289408620529
3235	Glyr1	1.75285981179517
3236	4930429F24Rik	1.75266523146459
3237	Usp14	1.7521859328576
3238	Tax1bp3	1.75198491714521
3239	Thrsp	1.75167689924542
3240	Clca3a2	1.75159592981647
3241	Zbtb25	1.7508681607885
3242	Ccdc71	1.75000019406697
3243	BC048403	1.74980921621457
3244	Prss28	1.74964356344886
3245	Tubb1	1.74912465481761
3246	Alox12e	1.74880571636266
3247	Six6	1.74857803043969
3248	Cox5a	1.74857291350139
3249	Bid	1.74835227225675
3250	Abraxas2	1.74822735370221
3251	F830208F22Rik	1.74796220265365
3252	Plxna2	1.74786886885427
3253	Tnfrsf4	1.7477620350562
3254	Nxf2	1.7477497865321
3255	Alox5ap	1.74770005778134
3256	Hadha	1.74724770844637
3257	2010308F09Rik	1.74661982018299
3258	Mrpl23	1.74647738339368
3259	Ube2i	1.74626553157558
3260	Spdye4b	1.74613430047081
3261	Lsm1	1.7458188565836
3262	Gipr	1.74563257016218
3263	Alkbh2	1.74540279232983
3264	Gja10	1.74499633868605
3265	Gm4610	1.74384484215917
3266	Uba3	1.74360689146416
3267	Dph3	1.74352801199988
3268	Tln1	1.74340211577291
3269	Lilrb4a	1.74299520731953
3270	Myo9b	1.74292586396931
3271	Rad52	1.74260984930568
3272	Larp7	1.74186362113568
3273	Gnpnat1	1.74152577049658
3274	Lpin1	1.74150391464986
3275	Prim2	1.74142567485726
3276	Psmd3	1.74142528211003
3277	Zswim7	1.74106119723675
3278	C1rb	1.74087233134052
3279	Bmx	1.74072664847116
3280	5430437J10Rik	1.74069526430938
3281	Mus81	1.74054858696993
3282	Mtch2	1.74029039307001
3283	Nkx6-1	1.73956708961448
3284	Slc4a5	1.73953433079743
3285	Dnajc10	1.73927815205423
3286	Tma7	1.73926791510192
3287	4930520O04Rik	1.73921672850016
3288	B4galnt1	1.73911472369687
3289	Pou6f2	1.73900271884123
3290	Sugt1	1.73880338522519
3291	Tomm22	1.73865174496897
3292	Spg20	1.73861532082083
3293	Frmpd3	1.73805961738441
3294	Odf3l1	1.73786654850091
3295	Pole2	1.73745852768145
3296	Cdkl4	1.73705511941826
3297	Cfh	1.73636678339924
3298	Tshz1	1.73575827950759
3299	Stra6l	1.73542736319269
3300	Dcst2	1.73488716394692
3301	Vmn2r3	1.73468344919508
3302	S100a13	1.73464445613217
3303	4930556M19Rik	1.73424180976101
3304	Ms4a6b	1.73328306888144
3305	Akr1b7	1.73318105647917
3306	Angptl7	1.73314140181211
3307	Nrbp1	1.73238757785181
3308	Gabrp	1.73224138910746
3309	A630077J23Rik	1.73208887938229
3310	Pdcd2l	1.73200628910275
3311	Adgrf5	1.73072837988171
3312	Gm1720	1.72999309462555
3313	Oprd1	1.72884421684643
3314	Serpina7	1.72884421684643
3315	Slc9c1	1.72884421684643
3316	Leprot	1.72815330327258
3317	Smc6	1.7279504644177
3318	Cd300lf	1.72771339202984
3319	Rasl10b	1.72762386939484
3320	Psmg2	1.72702300176274
3321	Dnajc30	1.72636592601685
3322	Tmx1	1.72634852360331
3323	Atp5g1	1.72553203184232
3324	Sar1b	1.72540129532411
3325	Creb3l1	1.72534560772506
3326	Rab10	1.72490616359286
3327	Gm11100	1.72441238449302
3328	Tmem30a	1.72426163429702
3329	Atp5g3	1.72374961513913
3330	Snord100	1.72319333374402
3331	3930402G23Rik	1.72258270765042
3332	Slc17a6	1.72257479704661
3333	Haghl	1.7222169859633
3334	Shfl	1.72215988824638
3335	Pole3	1.72152924660924
3336	Megf11	1.72151085401837
3337	Tnfaip6	1.72121114802643
3338	Dspp	1.72055344418731
3339	Gtf2a2	1.72003114451901
3340	Il31ra	1.72002081315713
3341	Srsf2	1.72000320807678
3342	Trarg1	1.71987144032011
3343	Ptbp1	1.71970707460769
3344	Dio2	1.71950721552995
3345	Morn4	1.71881580227885
3346	Commd4	1.71862655057722
3347	Ofd1	1.71853883470468
3348	Osbpl7	1.71816404409378
3349	Pbdc1	1.71803957245246
3350	Sftpc	1.71664434569453
3351	Serpinb10	1.71651630812916
3352	Hoxa1	1.71614158299324
3353	Taf1b	1.71608418144865
3354	Pcdhgc3	1.71586136424783
3355	Dph6	1.71568179240778
3356	Tbata	1.71365976592964
3357	Nrp2	1.71329245878229
3358	F2rl2	1.71328861350511
3359	Syt14	1.7131787640802
3360	Wnt1	1.7131050499024
3361	Cks2	1.71287606490077
3362	Dmrtc1a	1.71284852475694
3363	Tmc2	1.71256896797246
3364	Snord96a	1.71250973786205
3365	Ankrd33	1.71165598765067
3366	Ykt6	1.7108807313361
3367	Ndn	1.7103258881406
3368	Isl2	1.71016370988729
3369	Dnajc25	1.70969552168186
3370	Hoxa4	1.70961918623239
3371	Ephb2	1.70845144858218
3372	Cdca3	1.70735240078544
3373	Ntsr1	1.70573394034056
3374	Fam216b	1.70537433427287
3375	Fndc7	1.70495576793549
3376	Arl6ip4	1.70455781047174
3377	Gm40376	1.70426526238916
3378	Ubl3	1.70413017389508
3379	C130071C03Rik	1.703741106738
3380	Ssmem1	1.70358760497007
3381	1810058I24Rik	1.70352787780451
3382	Tmem241	1.70326281504917
3383	Hao1	1.70321582260767
3384	4930592A05Rik	1.70249503077087
3385	Dusp13	1.70033910031325
3386	Six2	1.6997665646251
3387	Serpinb1b	1.69861902113257
3388	Mri1	1.69836302685183
3389	Atad3a	1.69825574613773
3390	Bpnt2	1.69817071698767
3391	Ndufa7	1.69777274313309
3392	Prl4a1	1.69771547188839
3393	Foxd3	1.69743727519226
3394	Utp14b	1.69727113318601
3395	Ttc34	1.69720417233778
3396	1600027J07Rik	1.69682696729093
3397	Rpl36	1.69641761966938
3398	Cpa2	1.69607763549416
3399	Sik1	1.69594116778186
3400	Pycr2	1.69575255099234
3401	Syt13	1.69560890945814
3402	Orc4	1.69534060472343
3403	Efcab5	1.69521399212781
3404	Tssc4	1.69505397269083
3405	Trhde	1.69476989640102
3406	Plg	1.69408867529142
3407	Myl4	1.69355668526986
3408	Lima1	1.69353823448674
3409	Gm5544	1.69340968294549
3410	Mrpl15	1.69321932175921
3411	Rd3	1.69297670672639
3412	Ccdc177	1.69188793556047
3413	Atp2b3	1.69152985291191
3414	Zfp688	1.69128836593482
3415	Il2rb	1.69093499900186
3416	Lncppara	1.69002434607877
3417	Cfap57	1.68998652130903
3418	Smim4	1.6895656844319
3419	Rrm2	1.68884801617029
3420	Aard	1.68816263974565
3421	Mrgbp	1.68761740559392
3422	Ahi1	1.68748450483869
3423	Tmem132b	1.68721393963544
3424	Rrn3	1.68698914918272
3425	Pla1a	1.68644768694988
3426	Slc4a8	1.68607258354234
3427	Uba7	1.6853138452812
3428	Grin1	1.68465693803083
3429	Timm22	1.68430606965485
3430	Dmbx1	1.68421692022173
3431	Klhdc2	1.68378162648636
3432	Dctn4	1.68369805410674
3433	7420700N18Rik	1.68350574004011
3434	Kcnj6	1.68223481747988
3435	Adgrg3	1.68209500390974
3436	Nnat	1.68206686228485
3437	Grik4	1.68191262530154
3438	Eif3i	1.68189641701247
3439	Jaml	1.68155725068863
3440	Anxa2	1.68078134938642
3441	Il17ra	1.68066995400255
3442	Cdh17	1.68051733783302
3443	D17H6S56E-5	1.68041450712396
3444	Rad18	1.68032750340224
3445	Oas1a	1.6802943573461
3446	Fra10ac1	1.68019743822487
3447	Trpm1	1.67962844114347
3448	Shq1	1.67944287964309
3449	Dstn	1.6794405181004
3450	Tor1aip2	1.67850381730585
3451	Mbl2	1.67760850861095
3452	Tbc1d22a	1.67750879083999
3453	4930545L23Rik	1.67717002069708
3454	Gm2164	1.67655478582098
3455	Wnt3	1.67648558225138
3456	Rbfox3	1.67630060452047
3457	Eif3g	1.6759429362278
3458	Lcn2	1.67559691264455
3459	Dock3	1.67525825202958
3460	Limd1	1.67345004725612
3461	Mcrip1	1.67305720350961
3462	Adat2	1.67291190648854
3463	Meiob	1.67269135388566
3464	Ranbp17	1.67266660809828
3465	Gipc3	1.67266120821274
3466	Gm15880	1.67259090141805
3467	Exosc3	1.67172427403467
3468	Trp53i11	1.67161829183507
3469	C1d	1.67146663298872
3470	Ankrd49	1.67129561247323
3471	Ppm1a	1.67116044306835
3472	Xist	1.67063737501367
3473	Zfp131	1.67040398939352
3474	Lst1	1.67035919580439
3475	Kcng1	1.67000378881569
3476	Mbnl2	1.66948621772611
3477	Rbm22	1.66917254167577
3478	Gm12128	1.66851308710913
3479	Shroom4	1.66810235517841
3480	Zfp65	1.66775040516618
3481	Hpse	1.6662147973312
3482	Shoc1	1.66540058032813
3483	Spcs1	1.66508782217124
3484	Rpl11	1.66450747217301
3485	Hmmr	1.66330260572455
3486	Tmem41b	1.6631275274767
3487	2310030G06Rik	1.66309027338971
3488	Atp6v1fnb	1.66261833039601
3489	Wdr83os	1.66250534207471
3490	Gnasas1	1.66220005996238
3491	Bola2	1.66195827966563
3492	Cmah	1.66192050701988
3493	Esco2	1.661819054768
3494	Trappc6b	1.66090456780933
3495	Tekt1	1.66072117067582
3496	Ascl2	1.66040872111427
3497	Sdhc	1.66008504895229
3498	Arih2	1.65970933396709
3499	Chm	1.65963356890598
3500	Ppp1cc	1.65904666736865
3501	Sdad1	1.65894331871142
3502	Mrpl27	1.65879761206146
3503	Ttc6	1.65748022354853
3504	Syap1	1.65624359523292
3505	Cdipt	1.65532254463847
3506	Gcnt1	1.65487662066581
3507	Adam23	1.65343065564852
3508	Capn13	1.65328280810715
3509	Zfp729b	1.65320666312666
3510	Map2k3os	1.65297871584013
3511	Myl6	1.65289974039747
3512	Med16	1.65286816790361
3513	Mir450b	1.6528320949812
3514	Fam135b	1.65244347349077
3515	Xkr7	1.65217593227134
3516	Igsf21	1.65201003589236
3517	Tceal9	1.65156635571034
3518	Cdc16	1.65141545951565
3519	Ssbp4	1.65123141481188
3520	Pcsk1n	1.651108140797
3521	Gm6559	1.65109634044528
3522	Abcc12	1.65103808407507
3523	3300002A11Rik	1.65087162469008
3524	Gm36229	1.65081436486531
3525	Ccdc65	1.65051627105023
3526	Wdhd1	1.64994544572242
3527	1810062G17Rik	1.64983992511171
3528	Gsta2	1.64932413504838
3529	Gcg	1.64914412718891
3530	Zfp819	1.64890866308107
3531	Gm32498	1.64890141036469
3532	Trim30c	1.64878262254375
3533	Gpatch4	1.6487070433189
3534	Slc5a4b	1.64865467135122
3535	Mir155hg	1.64851743444991
3536	Zfp410	1.64827272408815
3537	Cptp	1.64815973073995
3538	Actn4	1.64785436754416
3539	Grik1	1.64751730787241
3540	Uba2	1.64746423966955
3541	Spata16	1.64673695503549
3542	Ggnbp2	1.64597913066936
3543	Trim2	1.64550140118683
3544	Zfp979	1.64537754439849
3545	Sec23b	1.64472586015553
3546	Pold4	1.64459570513785
3547	Oas3	1.64457453195952
3548	U2af1	1.64364374580987
3549	Dkk2	1.64315068357219
3550	Wdr74	1.64270744083419
3551	Septin14	1.64221979407313
3552	Upk1b	1.64211626693803
3553	Tmem17	1.6421010274012
3554	Ppm1j	1.64207893154021
3555	Ephx4	1.64151666364184
3556	Lhx5	1.64138594233569
3557	Siah1a	1.64090008485466
3558	Gm17546	1.64046674282311
3559	Prkab1	1.64028903876346
3560	Rabl3	1.64010669559862
3561	Dntt	1.63994509420257
3562	Nup50	1.63970842504655
3563	Hdgf	1.6395662873096
3564	Arl5b	1.638839839603
3565	Robo4	1.63859280556258
3566	Tcea1	1.6385430944038
3567	Kyat3	1.63745122937075
3568	Tmem126a	1.63740595833512
3569	Brpf1	1.63720221060139
3570	Taldo1	1.63716601887281
3571	Nrtn	1.63691602072048
3572	Klhl6	1.63622642145963
3573	Trim72	1.63579112726952
3574	Gm6713	1.63564774959271
3575	Ppp3r1	1.63517646694175
3576	Surf1	1.63461555616058
3577	Gm15408	1.6333011350688
3578	Il18rap	1.6328231388083
3579	4921539E11Rik	1.63203409101585
3580	Wnt6	1.63128429024846
3581	Zfp622	1.63088779188975
3582	Napa	1.63063004382215
3583	Mrto4	1.63001938398448
3584	Ndnf	1.62991648963599
3585	Plau	1.6286642335814
3586	Nub1	1.62856179283221
3587	Pak3	1.62836665633397
3588	C8b	1.62827190620869
3589	Pik3r5	1.62821955446117
3590	Pklr	1.62771572092823
3591	Ptch2	1.62738775014466
3592	Gm4750	1.62728948891837
3593	Elf5	1.62714203413577
3594	Igfbp3	1.62705139472669
3595	Maip1	1.62655715428087
3596	Atp5pb	1.62644146360447
3597	D630010B17Rik	1.62643400927898
3598	Maob	1.62642932176937
3599	Mrtfb	1.62609988653899
3600	Rcc1l	1.62516159082774
3601	Supt3	1.62491035771527
3602	Atp10b	1.62434107696879
3603	Bik	1.62390061554456
3604	Zic1	1.62330150579912
3605	Ctso	1.62305046053516
3606	Amigo3	1.62293221717456
3607	Jak2	1.62186202233142
3608	Kctd4	1.62175905139942
3609	Ankrd65	1.62147024686284
3610	Hint2	1.62062727088696
3611	Ppp6c	1.62007340572543
3612	Sp9	1.61989526320239
3613	Mgarp	1.61971803360855
3614	Tmtc3	1.61930964080847
3615	1810010H24Rik	1.61917489910091
3616	St8sia3	1.61896402165995
3617	2810408A11Rik	1.61892884760488
3618	Rnu2-10	1.61872412343628
3619	Psmd5	1.61870127834307
3620	Bloc1s1	1.61857165513592
3621	A530065N20Rik	1.61834650749314
3622	Tmem69	1.61794402334615
3623	Chek1	1.6170435267495
3624	Dnah3	1.61649657603811
3625	H6pd	1.61549904140393
3626	Otoa	1.61530595178549
3627	Ufc1	1.61519811051506
3628	Bola3	1.61449552625946
3629	Sfr1	1.61437585657865
3630	Kdelr3	1.61408698346267
3631	Coro1b	1.61395291821585
3632	Spata31d1d	1.61383169167136
3633	Hemgn	1.61373154451864
3634	Gm51502	1.61355703479019
3635	Glra2	1.61351436758467
3636	Hrh3	1.61339902311744
3637	5830428M24Rik	1.6133055301593
3638	Sf3b4	1.61252867753602
3639	Hnrnpa0	1.6121870031315
3640	Hspb9	1.61198871719298
3641	Zbtb16	1.61196276852917
3642	LOC102638047	1.61158793728943
3643	Ngrn	1.61126796546814
3644	1700120C14Rik	1.61101421290745
3645	Spata24	1.61078991483238
3646	Gykl1	1.61027118909978
3647	Npy4r	1.60972179604941
3648	4833438C02Rik	1.60925979480736
3649	Foxd4	1.60922432082205
3650	Tex30	1.60861750957582
3651	Olfr920	1.60802222757673
3652	Sbds	1.60784364501833
3653	Atf7ip2	1.60762990086572
3654	Dnah7c	1.60761543727596
3655	Nop14	1.60709352239685
3656	Adsl	1.60699003717092
3657	Gja8	1.60694906303132
3658	Snhg17	1.60638719955512
3659	Insyn2a	1.60618348632002
3660	Gm16845	1.60604203592399
3661	Emc6	1.60585404796356
3662	Adam11	1.60545425473588
3663	Crxos	1.60475172406974
3664	Mtmr1	1.6042927518813
3665	Gcm1	1.60426327338939
3666	Ptpn20	1.60403599416184
3667	Ccdc158	1.60371751778114
3668	Zfp414	1.60349696124776
3669	Sarm1	1.60331865383867
3670	2700062C07Rik	1.60326898416468
3671	Rp1	1.60304345115985
3672	Flot1	1.60295277204597
3673	Rheb	1.60225059620614
3674	Gm16124	1.60208863214002
3675	Slc1a2	1.60148192400338
3676	Btg4	1.60130692922992
3677	Prdx4	1.60034687568534
3678	Galnt5	1.5994076950455
3679	Tyms	1.5991114854078
3680	Mrpl51	1.59905555899892
3681	Otop1	1.59831119828464
3682	4931439C15Rik	1.59819148934983
3683	Gm15328	1.59808049812574
3684	Eif2b3	1.597882990174
3685	Asprv1	1.59655841976847
3686	Nox3	1.59642437928895
3687	Mir1249	1.5962572423892
3688	Elovl6	1.59606498493741
3689	Slc22a27	1.59553244641214
3690	Srsf10	1.59537929760553
3691	Dbi	1.59534137596251
3692	Itih4	1.59520923856276
3693	Plcxd1	1.59478276726243
3694	Tmem63c	1.5946004473002
3695	Map3k11	1.59455170965188
3696	Tgoln1	1.59450775677687
3697	Catsperz	1.59421388674481
3698	Mosmo	1.59413470503107
3699	Slc35a3	1.59411414769894
3700	Nkg7	1.5940624149627
3701	Rfc3	1.59373554399308
3702	4930447C04Rik	1.59279474798928
3703	Themis3	1.59216424836596
3704	Cyp2b19	1.59047047588126
3705	Klf17	1.59037390091804
3706	Txnrd3	1.59034541326281
3707	Traf2	1.58992749784567
3708	Gm1604a	1.58984068143605
3709	Padi3	1.58930200419874
3710	Ngfr	1.58822882827179
3711	Gm2061	1.58818766510782
3712	Phykpl	1.58791534144701
3713	4933402N03Rik	1.58790472805172
3714	Htr3a	1.58786264952
3715	Cbln3	1.58768407824528
3716	Hnrnph1	1.58682608915835
3717	Tacr2	1.58682344527311
3718	Tsc22d1	1.58670309724208
3719	Ptrhd1	1.58615540462362
3720	Serpina10	1.58569708870073
3721	Kif20a	1.58544977265662
3722	Zhx3	1.5849541264009
3723	Selenom	1.58487991875573
3724	Gm20275	1.58442854798077
3725	Il15ra	1.58419852038173
3726	Slc13a5	1.58412682769007
3727	Sox18	1.58403318406651
3728	Eps8	1.58402671301024
3729	Ggt5	1.58396411082456
3730	Gm42303	1.58392601467274
3731	Rsl24d1	1.58377037745738
3732	Parvaos	1.58376076323213
3733	Gtpbp8	1.58344187413104
3734	E430018J23Rik	1.58292500905265
3735	Slc25a36	1.58287749531903
3736	Lamc1	1.58226365215579
3737	Apol9a	1.5820509226045
3738	Cnih3	1.58114457719998
3739	Dph1	1.58079779522436
3740	Klc3	1.5801911128314
3741	Fmo4	1.57941057098736
3742	Anapc16	1.57881467941804
3743	C330026H20Rik	1.57876900068521
3744	Pdhx	1.57871808605844
3745	Eif3l	1.5782478896566
3746	5930403N24Rik	1.57796821660969
3747	Pkd1l2	1.57754265242312
3748	Cs	1.57742920979457
3749	AU015836	1.57712952693461
3750	Fundc2	1.57702772240958
3751	Jph3	1.57684545185223
3752	Pmel	1.57678515084302
3753	Sarnp	1.57649674557328
3754	Magel2	1.57609340654128
3755	Ythdf1	1.57556875833475
3756	Plek2	1.5754734288791
3757	Tpcn2	1.57536961519678
3758	Npas2	1.57486694299756
3759	Insm1	1.5739951409115
3760	Zfp110	1.5738145307006
3761	Phf6	1.57376309002894
3762	Dpf1	1.57347094248658
3763	Gm41754	1.57269011043583
3764	Exosc4	1.57240044044993
3765	Zfp385c	1.57225701073132
3766	Gm30108	1.57221982775059
3767	Epb41l4aos	1.57214073909661
3768	Cast	1.57187861364003
3769	Puf60	1.57172828604734
3770	A930005H10Rik	1.57133505057117
3771	Timp4	1.57104577411873
3772	Ppp2cb	1.5707176546782
3773	Cacna1d	1.57027539238737
3774	Tdgf1	1.57023153199744
3775	Gm11266	1.57006295832642
3776	Avpr1a	1.57001432056228
3777	Mrps16	1.56975498023806
3778	Mapkapk5	1.56962415546169
3779	Atp1a1	1.5696064900467
3780	Atp6v1a	1.56949732537986
3781	Vps53	1.56938213039267
3782	Ttc39b	1.56919246800277
3783	Izumo1r	1.56898290250157
3784	Trim34a	1.56893773362138
3785	Rps6kb1	1.56747525743825
3786	Krt77	1.56741370694645
3787	Aph1a	1.56733218755938
3788	Coa8	1.56695849651962
3789	Gm33677	1.56621217722204
3790	Htr2c	1.56621217722204
3791	Nop56	1.56620707560954
3792	Tex11	1.5660400704661
3793	Slc1a4	1.56593469671301
3794	Nudcd3	1.56579159493845
3795	Ccn4	1.56515089670382
3796	Ndufs3	1.56439516013084
3797	Sgpl1	1.56364661826436
3798	Col22a1	1.56353568346943
3799	Aldh3a1	1.56335367493885
3800	Map2k4	1.5625127787498
3801	Vasp	1.56248989917794
3802	Efna4	1.56218886537683
3803	Platr5	1.5617960065883
3804	Acp7	1.56179371893498
3805	Cpq	1.56102244964399
3806	Gh	1.56037350994243
3807	Hao2	1.56025034596029
3808	Sf3b3	1.55976631200655
3809	Rergl	1.55959066966909
3810	Scn10a	1.55905128134842
3811	Chn2	1.55866011107107
3812	Prss56	1.55779092287043
3813	Ninj1	1.55773121204671
3814	Swi5	1.55743433907716
3815	Rpp38	1.55733777583614
3816	Pkia	1.55711178973092
3817	4933432I03Rik	1.55706020957763
3818	Pir	1.55696874244922
3819	D030018L15Rik	1.55683439205709
3820	Itprid1	1.55666264282318
3821	Gm15232	1.55614620923797
3822	1110046J04Rik	1.55582446839626
3823	Loxhd1	1.55581757553846
3824	Rims4	1.55563619765168
3825	Rcc1	1.55559315419546
3826	D830026I12Rik	1.55557931807983
3827	Hk1	1.55549695301955
3828	Qrich1	1.55519156547511
3829	8030453O22Rik	1.55491661315349
3830	Pacsin1	1.55460817053941
3831	Rgs12	1.5539152253379
3832	Ifng	1.55345983165959
3833	Cdk6	1.55325286198238
3834	Gm10634	1.55320767162134
3835	Platr21	1.55317233119539
3836	C7	1.55281934295549
3837	Tmem114	1.55192543987325
3838	Gemin4	1.55171401171711
3839	Hsd17b13	1.5516833671516
3840	Rabggtb	1.5508831644251
3841	Eftud2	1.55037162633969
3842	Got2	1.55011638029698
3843	Stx18	1.5499339265158
3844	Agtr1a	1.54965377897107
3845	1110059E24Rik	1.54933599275366
3846	Gm21814	1.54922314689685
3847	9030625G05Rik	1.54811693082318
3848	Frmpd4	1.54774456085701
3849	Siglec15	1.54770604484808
3850	Traf5	1.54766480121452
3851	Eif5b	1.54750004259803
3852	Get3	1.54734166400881
3853	Trim38	1.54725902987311
3854	Cyp4a31	1.54682636991765
3855	Ampd2	1.54677584043691
3856	Tal2	1.54677506292465
3857	Gpr156	1.54665446693272
3858	Pla2g4a	1.54644035838261
3859	Aldoart1	1.54532596583821
3860	Pdap1	1.54515447402608
3861	2210407C18Rik	1.54477558366932
3862	Gstm4	1.54441317716699
3863	Azin1	1.54439548377037
3864	Ccr4	1.54433528029491
3865	Fam229b	1.54423194110381
3866	Spg21	1.54334421420304
3867	Atp5j2	1.54310218657653
3868	Casp8	1.54301661883041
3869	Actn3	1.54211454105984
3870	Dok6	1.54154069008294
3871	Fam47e	1.54153420977066
3872	Prkaa1	1.54130184127599
3873	Ppp3cb	1.54077166414875
3874	Lsm8	1.5399474562127
3875	Igsf1	1.5395660394905
3876	Dnaja2	1.53939377582052
3877	2810029C07Rik	1.53936639039355
3878	1700007L15Rik	1.53908598650561
3879	D4Ertd617e	1.53868349203666
3880	Dnpep	1.53831248887934
3881	Tmem252	1.5383006358556
3882	Egfl8	1.53762515568214
3883	Lmo3	1.5375868210271
3884	Kcna7	1.53724961096172
3885	Ehbp1l1	1.53700723086907
3886	Pkig	1.53659323760619
3887	Tekt5	1.53595947165302
3888	Eci1	1.53587872404544
3889	Akain1	1.53486816202303
3890	Gm36864	1.53405987104547
3891	Mybpc1	1.5338135124772
3892	Snx1	1.53364256266071
3893	Mir670	1.53356100858255
3894	Tor3a	1.53347366642075
3895	Rps20	1.53343949697663
3896	Vps11	1.53158366486417
3897	Naaladl2	1.53061277945239
3898	Gm46567	1.53048608163679
3899	Trim11	1.53033472810085
3900	Anxa10	1.5302123609556
3901	Ccno	1.52921905802139
3902	4921511I17Rik	1.52905723454233
3903	Tpte	1.52880534574139
3904	Ostm1	1.52874213299692
3905	Sms	1.52870631687302
3906	Cyth1	1.52847935281628
3907	Sdc1	1.52821506395531
3908	Gm12841	1.52785926366307
3909	Depp1	1.5272878947572
3910	Clpx	1.52708027901334
3911	Lsr	1.52662017889056
3912	Maneal	1.52655331373174
3913	Rps6ka6	1.52654102648302
3914	Angpt2	1.52631215108128
3915	Adssl1	1.52614078774838
3916	Bin3	1.52578992757642
3917	Sell	1.52563635048057
3918	Ythdf2	1.525276127277
3919	Vps28	1.52505665083331
3920	Sucla2	1.52473979245384
3921	9330133O14Rik	1.52458881343311
3922	Pitpnm2os1	1.52430857537368
3923	E130114P18Rik	1.52429742589161
3924	Rpl17	1.52352294129464
3925	Nkapd1	1.52309557418107
