x	y
6482	0.448862860976797
6487	0.448605314876045
6488	0.450536979089531
6552	0.447240388999905
6553	0.44913472465611
6617	0.445838134566484
6618	0.44769495954997
6857	0.435384255934023
6858	0.437109920617605
6874	0.436285773095199
6875	0.438004102425798
6918	0.43578920595933
6919	0.437477223345719
6924	0.437219677244967
6925	0.438904876253572
7021	0.433959991119133
7022	0.435587010378588
7192	0.426830442953019
7193	0.428373652149972
7360	0.419771612384854
7361	0.421235544689833
7366	0.420977998589081
7367	0.422439111182289
7367	0.422439111182289
7368	0.423899110589333
7486	0.417821022611585
7487	0.419228336773844
7512	0.417940606270083
7513	0.419331758009648
7675	0.410987264345282
7676	0.4122971875181
7699	0.411112475454641
7700	0.412409053587051
7729	0.410915286202689
7730	0.412200323560826
7775	0.409882408654058
7776	0.411144598475618
8103	0.394301083486435
8104	0.395402321875349
8220	0.389427252337902
8221	0.390471345052216
8245	0.389235123768606
8246	0.390268816693194
8246	0.390268816693194
8247	0.391302439655798
8396	0.383627565853387
8397	0.384597368783464
8591	0.374604580074285
8592	0.375479041327872
8604	0.374860930686067
8605	0.375729234011553
8606	0.375677724791403
8607	0.3765450277213
8614	0.376184463180247
8615	0.377049166941524
8760	0.369580330019715
8761	0.37035695795756
8805	0.368090552270942
8806	0.368842650230337
9065	0.355501762211381
9066	0.356123730177493
9111	0.353805815270725
9112	0.35440504286934
9115	0.354250515208889
9116	0.354847882955037
9139	0.353663170891578
9140	0.354252122177517
9188	0.351779679610298
9189	0.352342046243438
9229	0.350281677437422
9230	0.350822441969561
9234	0.35061640508896
9235	0.351155587800609
9267	0.349507292755796
9268	0.350029943757685
9288	0.348999759354677
9289	0.349511472118128
9353	0.346214882028502
9354	0.346697180910038
9388	0.344945867424925
9389	0.345408016724085
9412	0.344223304660626
9413	0.344671708971544
9431	0.343744543008836
9432	0.344183183877444
9494	0.340989612228119
9495	0.34139517302343
9501	0.341086117702527
9502	0.341488109843544
9550	0.339015667276324
9551	0.339396797287074
9580	0.337903029902712
9581	0.338266245597118
9639	0.335278710828394
9640	0.335609997693101
9768	0.329016817513849
9769	0.3292911585978
9918	0.32161628479539
9919	0.321801291625242
9998	0.31773206323336
9999	0.317884700072588
10302	0.302277406367015
10303	0.302307545020975
